last_unit_id,officer_age_incident,coaccused_count,complaint_percentile
Unit 5,33.0,1,92.87
Unit 11,31.0,2,72.4313
Unit 107,45.0,2,39.4327
Unit 23,32.0,5,42.0809
Unit 4,47.0,2,68.2053
Unit 17,43.0,2,52.9732
Unit 232,42.0,6,46.3648
Unit 21,24.0,2,79.7524
Unit 80,28.0,1,88.0938
Unit 25,43.0,4,88.6155
Unit 7,32.0,11,96.3815
Unit 7,41.0,2,47.3031
Unit 206,40.0,3,95.3422
Unit 173,51.0,3,93.487
Unit 15,54.0,1,62.3753
Unit 19,46.0,1,92.8302
Unit 15,41.0,1,54.3616
Unit 9,31.0,1,91.8268
Unit 2,51.0,1,70.5185
Unit 26,29.0,1,50.7929
Unit 23,29.0,2,91.8918
Unit 19,32.0,9,97.7876
Unit nan,49.0,1,93.2607
Unit 80,27.0,2,38.321
Unit 5,37.0,3,88.7471
Unit 21,31.0,2,59.1609
Unit 3,32.0,2,57.9076
Unit 9,38.0,1,94.887
Unit 35,31.0,5,99.2931
Unit 9,37.0,2,92.3196
Unit 20,26.0,3,87.8797
Unit 208,27.0,2,52.8791
Unit 25,58.0,1,98.5193
Unit 26,34.0,3,83.0614
Unit 16,28.0,2,98.143
Unit 13,35.0,2,51.9506
Unit 19,28.0,3,80.0848
Unit 5,36.0,3,73.3369
Unit 12,54.0,1,74.092
Unit 8,27.0,3,96.221
Unit 11,32.0,2,96.798
Unit 80,44.0,2,68.0754
Unit 5,33.0,4,84.7427
Unit 11,28.0,2,67.0167
Unit 6,30.0,3,97.2565
Unit 149,34.0,1,71.8658
Unit 19,53.0,1,88.5204
Unit 19,28.0,1,92.9311
Unit 2,36.0,2,97.715
Unit 212,38.0,2,54.1057
Unit 8,34.0,4,96.1637
Unit 204,30.0,2,77.177
Unit 3,39.0,2,77.3757
Unit 2,31.0,1,90.5239
Unit 7,38.0,26,70.773
Unit 19,25.0,3,83.0538
Unit 6,31.0,1,71.6022
Unit 229,40.0,2,90.1106
Unit 10,30.0,3,99.8281
Unit 5,36.0,2,95.7892
Unit 132,52.0,7,39.3762
Unit 4,36.0,2,0.0
Unit nan,56.0,1,67.5773
Unit 7,27.0,17,98.6588
Unit 59,51.0,1,41.1604
Unit 215,29.0,4,46.5171
Unit 10,41.0,7,96.3738
Unit 221,46.0,7,94.2766
Unit 212,47.0,2,26.4456
Unit 9,54.0,4,82.5647
Unit 2,42.0,1,54.0503
Unit 12,37.0,2,91.1964
Unit 6,39.0,2,98.6474
Unit 149,42.0,14,89.5724
Unit nan,46.0,4,47.0448
Unit 19,43.0,2,41.2823
Unit 15,28.0,2,90.2284
Unit 6,32.0,6,92.4802
Unit 25,54.0,3,94.7958
Unit 218,49.0,2,49.6678
Unit 13,28.0,2,98.3773
Unit 9,43.0,1,90.4809
Unit 8,44.0,6,96.221
Unit 11,35.0,2,74.7354
Unit 10,39.0,2,73.0427
Unit 6,29.0,2,90.8563
Unit 122,51.0,8,77.9671
Unit 12,57.0,3,40.4305
Unit 8,28.0,2,46.5852
Unit 153,33.0,4,89.6909
Unit 131,40.0,3,72.374
Unit 149,48.0,9,95.4377
Unit 170,54.0,2,18.7883
Unit 19,39.0,1,74.4999
Unit 9,34.0,3,71.4646
Unit 9,46.0,2,97.0234
Unit 4,51.0,1,99.861
Unit 3,28.0,2,84.3682
Unit 208,52.0,2,94.0621
Unit 8,38.0,2,49.6313
Unit 2,46.0,3,94.7843
Unit 153,27.0,2,88.7089
Unit 11,38.0,1,93.3667
Unit 23,32.0,1,96.4999
Unit 25,35.0,1,56.1729
Unit 2,41.0,1,66.4017
Unit 5,39.0,2,73.5101
Unit 2,52.0,2,51.0086
Unit 10,37.0,2,65.1854
Unit 18,60.0,2,64.0265
Unit 225,50.0,1,90.8219
Unit 4,57.0,2,43.0693
Unit 52,58.0,3,36.1459
Unit 21,36.0,1,97.3784
Unit 13,44.0,1,54.3197
Unit 174,27.0,4,99.0753
Unit 15,42.0,1,89.0229
Unit 3,38.0,1,80.1499
Unit 12,33.0,6,82.2475
Unit 208,32.0,8,90.9824
Unit 10,51.0,1,61.3658
Unit 26,33.0,1,43.8577
Unit 11,43.0,3,96.2817
Unit 18,40.0,2,78.0818
Unit 6,29.0,4,88.3115
Unit 17,41.0,4,53.703
Unit 10,37.0,8,89.3743
Unit 26,39.0,2,57.002
Unit 11,28.0,6,43.6896
Unit 236,41.0,2,99.929
Unit 4,37.0,1,85.4916
Unit 180,31.0,3,63.387
Unit 200,42.0,1,55.4915
Unit 10,30.0,2,66.8641
Unit 2,49.0,1,80.9871
Unit 16,26.0,2,93.0343
Unit 17,34.0,2,85.703
Unit 23,27.0,3,81.105
Unit 153,37.0,2,84.6685
Unit 9,30.0,2,47.3463
Unit 153,29.0,2,99.5644
Unit 179,33.0,2,95.025
Unit 10,34.0,2,56.3448
Unit 5,32.0,4,98.3952
Unit 11,34.0,2,90.7799
Unit 212,33.0,1,93.5692
Unit 119,47.0,2,96.3422
Unit 4,48.0,1,83.3021
Unit 4,30.0,2,76.0766
Unit 149,25.0,2,74.2416
Unit 5,32.0,7,97.3062
Unit 19,46.0,1,92.6909
Unit 8,33.0,9,87.1766
Unit 35,38.0,2,80.2453
Unit 171,37.0,2,24.8939
Unit 146,39.0,1,42.1531
Unit 10,41.0,1,83.3021
Unit 3,49.0,4,88.2618
Unit 149,42.0,2,87.9413
Unit 5,50.0,7,99.1565
Unit 15,31.0,1,48.1411
Unit 17,46.0,3,94.8504
Unit 18,35.0,3,41.5766
Unit 25,31.0,4,94.8875
Unit 10,30.0,4,64.7969
Unit 42,49.0,1,25.3544
Unit 12,44.0,3,73.8642
Unit 20,39.0,2,69.3707
Unit nan,41.0,2,89.2904
Unit 3,34.0,4,84.3453
Unit 16,31.0,3,71.6518
Unit 7,29.0,1,97.4819
Unit 25,35.0,1,53.7236
Unit 25,44.0,2,64.5526
Unit 132,29.0,2,98.0092
Unit 16,31.0,2,66.0502
Unit 16,39.0,4,63.0851
Unit 225,26.0,2,66.1075
Unit 8,44.0,1,81.4574
Unit 149,35.0,7,93.3234
Unit 9,40.0,2,77.6574
Unit 107,36.0,3,66.1075
Unit 23,47.0,2,98.1343
Unit 225,60.0,1,64.9013
Unit 122,50.0,4,64.9947
Unit 10,35.0,2,80.8911
Unit 20,32.0,2,71.3576
Unit 35,28.0,1,81.7966
Unit 25,26.0,2,91.632
Unit 112,48.0,4,34.8095
Unit 13,42.0,1,53.9975
Unit 7,27.0,1,97.7966
Unit 208,35.0,4,88.7471
Unit 17,34.0,11,86.6379
Unit 3,53.0,1,87.9591
Unit 3,42.0,1,83.1455
Unit 21,34.0,4,70.6507
Unit 119,40.0,1,30.6973
Unit 23,31.0,2,91.6511
Unit 15,32.0,1,90.2284
Unit 5,33.0,2,86.071
Unit 9,29.0,2,54.0904
Unit 7,31.0,2,93.2483
Unit 4,57.0,7,96.0388
Unit 5,48.0,1,71.1138
Unit 9,32.0,1,93.596
Unit 2,38.0,2,88.77
Unit 21,29.0,5,67.976
Unit 2,32.0,1,88.1799
Unit nan,52.0,1,31.6449
Unit 9,33.0,1,82.6792
Unit 82,58.0,2,69.6721
Unit 4,35.0,2,42.5662
Unit 112,46.0,1,98.1162
Unit 3,40.0,1,57.9076
Unit 9,37.0,2,83.6387
Unit 183,27.0,2,98.6588
Unit 12,51.0,1,
Unit 27,59.0,1,93.9857
Unit 2,39.0,3,79.6263
Unit 8,36.0,1,99.595
Unit 25,28.0,2,90.3405
Unit 232,38.0,2,80.4645
Unit 35,32.0,3,94.4863
Unit 13,38.0,3,72.5243
Unit 149,40.0,1,95.174
Unit 7,29.0,4,96.3853
Unit 35,45.0,4,73.8388
Unit 5,41.0,1,98.3579
Unit 212,46.0,3,97.78
Unit 153,31.0,2,86.3819
Unit 155,27.0,2,86.5997
Unit 35,35.0,3,65.0868
Unit 36,36.0,3,38.7066
Unit 17,26.0,2,90.7378
Unit 192,37.0,2,67.3558
Unit 23,41.0,1,63.8952
Unit 134,46.0,2,82.8328
Unit 8,31.0,2,67.7377
Unit 20,28.0,2,94.9639
Unit 2,37.0,1,97.715
Unit 10,45.0,11,94.6162
Unit 20,33.0,2,74.8042
Unit 173,32.0,1,98.8384
Unit 21,36.0,9,81.4144
Unit 208,27.0,2,99.5988
Unit 15,42.0,1,83.8867
Unit 11,39.0,168,80.7526
Unit 212,40.0,11,80.2453
Unit 215,41.0,4,33.8438
Unit 13,39.0,2,24.6303
Unit 23,44.0,1,94.2532
Unit 25,29.0,2,42.7993
Unit 16,37.0,2,90.4092
Unit 6,37.0,3,97.2259
Unit 10,48.0,1,96.0801
Unit 225,31.0,2,95.4415
Unit 8,32.0,1,95.1473
Unit 31,48.0,3,98.4752
Unit 7,43.0,1,95.5432
Unit 21,40.0,1,85.1001
Unit 15,41.0,1,38.8763
Unit 9,41.0,1,92.3196
Unit 16,40.0,2,42.3981
Unit 8,31.0,1,83.3173
Unit 2,35.0,2,41.1877
Unit 183,27.0,6,91.2613
Unit 215,53.0,12,33.8438
Unit 23,36.0,4,86.1095
Unit 26,52.0,1,80.1722
Unit 35,43.0,1,83.5247
Unit 38,26.0,2,65.3204
Unit 7,56.0,1,84.5784
Unit 8,25.0,2,93.2521
Unit 179,40.0,2,68.7784
Unit 6,28.0,3,65.3204
Unit 12,48.0,2,90.5581
Unit 4,47.0,1,96.0388
Unit 15,52.0,2,98.81
Unit 10,24.0,2,65.1064
Unit 26,29.0,2,79.7104
Unit 25,31.0,2,40.5023
Unit 215,32.0,2,50.9369
Unit 31,43.0,2,83.7713
Unit 10,36.0,3,96.3127
Unit 83,36.0,2,82.6281
Unit 19,34.0,3,80.0848
Unit 212,33.0,9,88.472
Unit 23,25.0,1,99.6446
Unit 5,31.0,2,99.49
Unit 15,45.0,1,56.6968
Unit 23,32.0,2,90.8945
Unit 5,36.0,2,50.9839
Unit 3,34.0,2,95.2528
Unit 17,32.0,1,66.6501
Unit nan,56.0,1,84.6292
Unit 19,30.0,3,95.8274
Unit 20,28.0,2,99.0333
Unit 20,45.0,2,73.6082
Unit 200,37.0,5,45.1241
Unit 174,37.0,11,76.2638
Unit 15,35.0,1,75.2971
Unit 175,42.0,3,75.5684
Unit 22,50.0,3,38.929
Unit 21,29.0,1,93.1871
Unit 35,53.0,3,55.9078
Unit 112,30.0,1,91.4409
Unit 13,29.0,2,92.7171
Unit 35,27.0,7,99.2931
Unit 208,27.0,1,67.8652
Unit 142,39.0,1,40.2713
Unit 183,31.0,2,94.3755
Unit 5,27.0,1,96.6681
Unit 149,46.0,16,98.3187
Unit 153,38.0,3,93.7488
Unit 93,53.0,2,60.145
Unit 128,27.0,3,83.4168
Unit 24,46.0,1,95.0767
Unit 21,34.0,4,46.4954
Unit 7,60.0,1,93.6482
Unit 12,36.0,2,59.3061
Unit 5,31.0,1,98.8843
Unit 17,34.0,1,80.4593
Unit 25,37.0,2,68.4957
Unit 4,39.0,2,41.1877
Unit 149,40.0,1,98.9416
Unit 208,30.0,3,90.7952
Unit 13,28.0,1,99.7775
Unit 3,28.0,2,84.3682
Unit 3,32.0,1,84.3682
Unit 35,49.0,4,64.7615
Unit 2,29.0,1,66.6654
Unit 21,25.0,3,64.039
Unit 225,30.0,7,53.8726
Unit 18,31.0,2,30.4994
Unit 6,52.0,2,99.8472
Unit 31,46.0,1,67.5959
Unit 174,39.0,2,89.9087
Unit 16,31.0,3,98.2576
Unit 215,48.0,3,59.9236
Unit 36,52.0,2,92.5337
Unit 22,43.0,1,41.4688
Unit 136,60.0,1,67.4787
Unit 194,45.0,2,56.0307
Unit 112,29.0,3,91.4409
Unit 5,52.0,3,22.5058
Unit 3,54.0,2,72.5159
Unit 152,28.0,6,84.6662
Unit 208,32.0,3,92.7706
Unit 212,41.0,2,85.4648
Unit 20,57.0,2,93.3035
Unit 7,25.0,3,96.8706
Unit 10,36.0,9,80.8911
Unit 8,28.0,2,93.5081
Unit 3,32.0,2,91.6816
Unit 212,39.0,3,49.0377
Unit 2,32.0,7,98.0436
Unit 15,27.0,1,85.7896
Unit 149,49.0,10,78.3683
Unit 208,36.0,6,18.1108
Unit 5,37.0,6,88.2311
Unit 2,48.0,1,97.715
Unit 179,26.0,2,80.7268
Unit 112,44.0,1,97.5163
Unit 21,54.0,5,23.626
Unit 117,48.0,1,63.4372
Unit 20,30.0,2,89.7071
Unit 9,30.0,2,97.0922
Unit 9,39.0,2,96.0873
Unit 26,46.0,1,91.5624
Unit 17,53.0,3,47.3892
Unit 107,51.0,3,0.0
Unit 23,49.0,8,93.8615
Unit 19,49.0,1,92.7126
Unit 3,38.0,1,97.4476
Unit 181,52.0,4,74.7836
Unit 200,32.0,1,58.6285
Unit 174,34.0,3,97.5354
Unit 218,37.0,5,22.0154
Unit 2,47.0,168,30.2284
Unit 12,26.0,2,75.9352
Unit 14,48.0,2,90.053
Unit 23,33.0,3,67.911
Unit 35,26.0,1,61.5758
Unit 35,24.0,2,84.4291
Unit 212,49.0,2,43.3335
Unit 35,36.0,1,84.4978
Unit 112,51.0,1,97.5163
Unit 5,32.0,9,83.682
Unit 20,28.0,2,40.6977
Unit 215,29.0,4,53.8726
Unit 86,39.0,7,45.6601
Unit 2,30.0,3,42.6808
Unit 11,31.0,2,97.1266
Unit 25,30.0,2,69.2828
Unit 182,51.0,1,76.8686
Unit 149,26.0,8,83.8333
Unit 18,44.0,1,85.5284
Unit 208,38.0,2,59.3708
Unit 18,40.0,2,96.393
Unit 2,34.0,3,64.2161
Unit 16,29.0,1,96.1881
Unit 5,60.0,2,97.5437
Unit 153,39.0,1,93.0228
Unit 7,36.0,3,89.3737
Unit 11,57.0,5,77.9728
Unit 23,41.0,2,91.2231
Unit 212,50.0,5,73.4905
Unit 136,31.0,2,70.0126
Unit 208,32.0,5,71.5278
Unit 181,45.0,2,69.8004
Unit 13,33.0,1,54.3197
Unit 4,41.0,1,97.8564
Unit 17,30.0,1,96.0223
Unit 9,55.0,4,52.1345
Unit 9,37.0,4,74.1737
Unit 23,41.0,3,78.6693
Unit 26,32.0,2,83.9708
Unit 16,36.0,2,89.0069
Unit 2,33.0,14,46.8954
Unit 20,33.0,9,72.4963
Unit 15,35.0,1,50.2694
Unit 38,23.0,2,68.4804
Unit 18,47.0,1,53.4255
Unit 215,37.0,1,61.4955
Unit 179,34.0,7,95.4683
Unit 181,50.0,1,21.9013
Unit 15,54.0,1,80.4231
Unit 15,52.0,1,66.9587
Unit 175,31.0,5,95.0709
Unit 212,37.0,6,63.8302
Unit 26,53.0,1,80.5319
Unit 13,46.0,2,71.1704
Unit 24,44.0,1,54.466
Unit nan,53.0,1,67.664
Unit 17,38.0,2,45.4396
Unit 26,37.0,2,86.3628
Unit 5,34.0,15,95.7587
Unit 180,51.0,2,74.7836
Unit 228,41.0,4,73.2796
Unit 212,27.0,2,99.5186
Unit 35,30.0,1,88.0631
Unit 5,40.0,1,64.1168
Unit 149,28.0,2,95.2581
Unit 3,56.0,2,49.266
Unit 153,34.0,2,98.8193
Unit 11,33.0,2,97.8225
Unit 9,45.0,1,86.5912
Unit 174,28.0,2,96.7483
Unit 2,57.0,8,30.2706
Unit 16,32.0,5,76.2371
Unit 23,45.0,2,86.1716
Unit 12,48.0,20,97.6501
Unit 35,34.0,3,93.3667
Unit nan,84.0,1,
Unit 15,41.0,2,77.0051
Unit 24,33.0,1,52.4638
Unit 151,33.0,2,91.5135
Unit 21,46.0,3,46.9561
Unit 17,38.0,2,48.4778
Unit 225,25.0,2,84.1776
Unit 12,44.0,1,56.5787
Unit 171,48.0,2,57.3383
Unit 11,28.0,1,81.105
Unit 4,34.0,2,74.1799
Unit 218,35.0,5,30.2024
Unit 16,44.0,1,97.7239
Unit 4,29.0,2,96.9464
Unit 171,31.0,4,72.5839
Unit 225,40.0,2,67.2729
Unit 215,34.0,1,83.8333
Unit 149,24.0,6,96.5649
Unit 105,47.0,4,37.5321
Unit 26,27.0,3,92.9196
Unit 26,38.0,2,64.2734
Unit 4,44.0,7,54.3197
Unit 153,32.0,2,88.0355
Unit 149,36.0,4,99.4803
Unit 9,43.0,3,99.9146
Unit 9,42.0,2,99.786
Unit 182,35.0,1,76.9807
Unit 20,43.0,2,71.8815
Unit 19,42.0,2,48.1411
Unit 3,43.0,2,55.6188
Unit 182,33.0,19,87.4288
Unit 208,34.0,1,83.7568
Unit 3,44.0,1,89.4119
Unit 19,49.0,1,82.5823
Unit 208,27.0,2,93.5769
Unit 212,32.0,1,75.6333
Unit 26,40.0,1,78.5078
Unit 36,46.0,1,85.9577
Unit 208,53.0,1,96.0479
Unit 12,38.0,1,63.2265
Unit 8,42.0,1,90.3819
Unit 218,43.0,1,23.8167
Unit 7,32.0,3,98.8575
Unit 13,33.0,2,81.2082
Unit 225,25.0,1,95.4415
Unit 26,50.0,5,45.8651
Unit 5,36.0,1,54.9654
Unit 8,45.0,1,94.9295
Unit 9,24.0,1,76.8828
Unit 174,41.0,2,84.6076
Unit 132,50.0,2,48.0185
Unit 80,42.0,1,59.394
Unit 19,33.0,1,89.9545
Unit 13,41.0,1,25.7871
Unit 13,47.0,4,89.0402
Unit 20,60.0,3,86.8223
Unit 212,31.0,6,68.8778
Unit 26,31.0,12,57.8427
Unit 20,40.0,2,55.5288
Unit 23,31.0,2,88.0631
Unit 215,37.0,1,98.6321
Unit 17,42.0,8,53.7941
Unit 182,39.0,4,68.93
Unit 23,40.0,5,88.8044
Unit 198,26.0,2,74.4089
Unit 19,50.0,1,45.6674
Unit 6,40.0,3,78.4175
Unit 27,37.0,2,69.7476
Unit 23,49.0,2,79.9046
Unit 6,38.0,2,91.0268
Unit 7,35.0,1,86.6379
Unit 225,31.0,1,76.2982
Unit 153,35.0,12,87.8339
Unit 12,40.0,4,39.6009
Unit 149,37.0,1,62.6228
Unit 2,48.0,4,88.1799
Unit 179,38.0,13,90.0692
Unit 15,32.0,2,36.3914
Unit 215,31.0,4,82.6182
Unit 16,51.0,1,95.4177
Unit 17,36.0,2,66.268
Unit 15,38.0,4,89.7642
Unit 9,52.0,1,89.43
Unit 3,31.0,8,76.6918
Unit 42,41.0,1,64.7587
Unit 20,41.0,6,77.3361
Unit 17,47.0,2,60.2288
Unit 35,44.0,1,44.5974
Unit 10,30.0,1,67.3646
Unit 80,30.0,4,88.0211
Unit 15,41.0,1,64.5858
Unit 119,39.0,5,62.0104
Unit 208,32.0,2,73.4019
Unit 9,34.0,2,30.4994
Unit 215,49.0,17,85.1861
Unit 2,32.0,2,80.5593
Unit 16,33.0,2,78.9462
Unit 149,34.0,7,74.6437
Unit 182,51.0,1,85.9577
Unit 19,45.0,2,82.5823
Unit 8,36.0,1,99.2282
Unit 12,34.0,2,82.515
Unit 9,30.0,2,99.6255
Unit 9,52.0,2,66.429
Unit 191,47.0,1,61.0361
Unit 215,42.0,2,38.9821
Unit 19,49.0,1,51.1673
Unit 4,32.0,2,76.0766
Unit 20,43.0,10,71.8815
Unit 20,36.0,2,82.4959
Unit 10,40.0,2,72.802
Unit 10,48.0,1,97.1686
Unit 10,32.0,1,98.185
Unit 183,27.0,2,98.6588
Unit 149,29.0,9,66.6306
Unit 23,30.0,1,49.4809
Unit 72,27.0,1,62.0458
Unit 11,30.0,2,82.2361
Unit 5,49.0,1,74.8426
Unit 175,28.0,1,94.4633
Unit 15,60.0,1,81.4245
Unit 5,60.0,4,93.2386
Unit 19,45.0,2,75.8819
Unit 208,43.0,5,90.2067
Unit 23,41.0,1,95.3651
Unit 18,54.0,1,68.0153
Unit 11,30.0,2,86.3551
Unit 12,36.0,1,72.7064
Unit 225,30.0,1,79.569
Unit 12,42.0,2,66.0273
Unit 208,48.0,1,68.873
Unit 6,47.0,1,96.076
Unit 21,38.0,1,97.3784
Unit 13,43.0,2,48.7054
Unit 20,49.0,1,23.302
Unit 9,28.0,3,94.3777
Unit 112,45.0,1,87.0773
Unit 7,31.0,2,99.0562
Unit 17,32.0,1,51.1673
Unit 215,27.0,1,46.8969
Unit 19,39.0,2,64.0025
Unit 35,35.0,2,76.4014
Unit 27,28.0,2,94.9792
Unit 11,40.0,2,38.6229
Unit 18,40.0,10,79.8365
Unit nan,50.0,1,84.6292
Unit 23,35.0,2,87.6046
Unit 18,30.0,1,43.3832
Unit 122,53.0,13,95.3231
Unit 23,28.0,2,95.023
Unit 2,40.0,10,84.7961
Unit 15,28.0,1,76.533
Unit 132,33.0,1,98.0092
Unit 21,34.0,2,99.209
Unit 6,52.0,4,89.1322
Unit 19,37.0,3,88.0555
Unit 3,32.0,5,63.1346
Unit 42,32.0,2,79.0379
Unit 11,30.0,8,98.1965
Unit 17,38.0,2,66.268
Unit 30,28.0,1,
Unit 31,48.0,1,79.3369
Unit 215,44.0,1,35.5737
Unit 36,33.0,1,88.1604
Unit 12,33.0,1,70.5858
Unit 12,41.0,1,60.6986
Unit 23,52.0,1,79.3804
Unit 21,45.0,1,65.9663
Unit 208,38.0,2,73.4019
Unit 13,40.0,4,79.676
Unit 17,29.0,2,0.0
Unit 9,29.0,6,99.3925
Unit 21,39.0,2,37.0525
Unit 149,44.0,6,63.9424
Unit 221,48.0,1,51.9725
Unit 3,31.0,3,0.0
Unit 215,40.0,2,85.1861
Unit 16,47.0,2,67.7697
Unit 9,33.0,2,98.548
Unit 20,27.0,2,66.0245
Unit 5,39.0,5,93.3824
Unit 225,42.0,1,93.9857
Unit 35,36.0,1,23.9947
Unit 236,27.0,2,96.7461
Unit 174,35.0,3,89.9087
Unit 153,33.0,1,97.9749
Unit 4,27.0,4,98.7811
Unit 179,28.0,3,61.2013
Unit 149,28.0,2,74.2416
Unit 215,29.0,4,52.1646
Unit 8,51.0,3,71.7108
Unit 2,47.0,1,80.4134
Unit 80,37.0,2,81.9796
Unit nan,55.0,3,45.2123
Unit 6,42.0,1,77.379
Unit 8,53.0,7,73.3288
Unit 15,27.0,2,77.9756
Unit 151,27.0,2,98.8957
Unit 5,41.0,2,98.3952
Unit 10,34.0,2,66.1075
Unit 21,44.0,1,69.6749
Unit 6,37.0,2,97.1075
Unit 11,30.0,2,85.2547
Unit 25,45.0,1,98.5193
Unit 26,50.0,2,73.7496
Unit 173,25.0,2,83.8333
Unit 18,48.0,2,34.6247
Unit 105,31.0,9,61.5758
Unit 22,44.0,4,47.8421
Unit 11,41.0,3,90.2679
Unit 212,44.0,1,72.0869
Unit 20,57.0,2,64.2621
Unit nan,66.0,1,90.1283
Unit 23,35.0,1,76.3135
Unit 17,57.0,4,98.8995
Unit 5,45.0,1,99.1565
Unit 9,46.0,1,96.6948
Unit 175,36.0,2,92.0446
Unit 152,28.0,2,75.5493
Unit 26,34.0,19,77.4636
Unit 5,36.0,2,73.505
Unit 215,41.0,2,55.9938
Unit 21,46.0,3,39.4327
Unit 7,36.0,1,86.4889
Unit 26,32.0,2,77.2764
Unit 79,31.0,1,98.9392
Unit 12,26.0,2,99.212
Unit 25,52.0,4,49.0007
Unit 16,41.0,5,87.9332
Unit 2,31.0,4,85.2814
Unit 18,41.0,2,62.0152
Unit 189,31.0,2,92.614
Unit 11,43.0,1,94.6811
Unit 232,47.0,4,85.0123
Unit 19,51.0,1,98.3243
Unit 19,36.0,8,18.1928
Unit 3,40.0,5,41.8277
Unit 215,42.0,1,86.1297
Unit 2,36.0,2,56.4924
Unit 25,30.0,1,74.7383
Unit 35,44.0,2,25.2368
Unit 20,41.0,1,33.3658
Unit 7,52.0,4,97.7227
Unit 4,27.0,1,92.8972
Unit 14,37.0,2,34.2182
Unit 15,35.0,2,60.6205
Unit 20,27.0,1,87.8797
Unit 191,43.0,1,64.2523
Unit 11,33.0,3,57.0937
Unit 142,35.0,2,81.5062
Unit 225,32.0,2,68.0754
Unit 10,40.0,4,45.768
Unit 215,38.0,1,80.807
Unit 26,26.0,2,95.9115
Unit 25,39.0,2,33.4441
Unit 136,37.0,8,60.631
Unit 212,45.0,4,46.3509
Unit 7,32.0,3,89.7419
Unit 23,28.0,2,96.4999
Unit 208,25.0,4,93.1222
Unit 8,29.0,2,99.5529
Unit 21,40.0,15,78.2087
Unit 3,38.0,2,89.0337
Unit 18,34.0,2,72.9166
Unit 21,58.0,1,65.9663
Unit 6,36.0,3,82.5864
Unit 36,51.0,1,93.8678
Unit 86,42.0,10,72.8363
Unit 172,58.0,1,44.1475
Unit 18,28.0,9,94.1329
Unit 20,28.0,3,88.9496
Unit 153,32.0,4,95.1244
Unit 212,34.0,3,98.869
Unit 225,40.0,1,38.7987
Unit 5,26.0,2,97.4705
Unit 153,30.0,5,94.1538
Unit 13,31.0,1,97.5469
Unit 149,31.0,2,84.2727
Unit 2,31.0,2,78.7054
Unit 17,28.0,1,40.7512
Unit 15,43.0,2,92.3968
Unit 16,32.0,1,54.9157
Unit 23,31.0,5,71.8352
Unit 215,31.0,1,76.1415
Unit 5,49.0,1,88.9961
Unit 20,32.0,2,62.6571
Unit 40,40.0,3,86.6379
Unit 20,56.0,2,54.9016
Unit 119,25.0,2,94.6177
Unit 6,44.0,3,82.0292
Unit 174,32.0,4,99.7478
Unit 171,42.0,1,45.1645
Unit 8,32.0,1,41.6209
Unit 5,63.0,1,96.2978
Unit 9,55.0,1,79.8602
Unit 149,36.0,2,78.1896
Unit 225,30.0,5,27.1904
Unit 175,26.0,2,99.0371
Unit 23,38.0,1,89.3317
Unit 183,28.0,2,98.3952
Unit 93,35.0,2,18.7918
Unit 212,51.0,1,74.4044
Unit 10,27.0,2,78.331
Unit 6,42.0,1,83.119
Unit 9,51.0,2,65.1191
Unit 11,37.0,3,89.0107
Unit 20,51.0,2,33.8495
Unit 20,50.0,2,75.4271
Unit 35,48.0,1,83.4091
Unit 17,37.0,4,77.7043
Unit 5,43.0,2,76.5187
Unit 11,51.0,2,65.4427
Unit 6,26.0,1,90.5735
Unit 107,45.0,1,93.9857
Unit 215,36.0,1,22.8765
Unit 35,41.0,1,79.1983
Unit 212,46.0,3,92.6047
Unit 153,31.0,19,80.0084
Unit 25,31.0,5,68.8778
Unit 16,39.0,1,80.23
Unit 5,39.0,6,76.5187
Unit 17,40.0,3,94.299
Unit 3,30.0,4,97.8702
Unit 215,27.0,2,87.8606
Unit 4,50.0,1,99.861
Unit 17,33.0,2,86.6379
Unit 15,29.0,12,94.3181
Unit 149,37.0,1,90.6385
Unit 119,28.0,2,81.8011
Unit 16,39.0,1,97.0425
Unit 212,51.0,1,65.2263
Unit 13,27.0,4,70.8026
Unit nan,54.0,10,39.7678
Unit 16,44.0,2,98.143
Unit 208,45.0,2,42.5433
Unit 20,31.0,1,95.4148
Unit 4,36.0,1,91.2002
Unit 149,35.0,10,96.8209
Unit 212,31.0,2,82.2934
Unit 149,26.0,1,99.5491
Unit 20,34.0,4,88.5441
Unit 2,43.0,1,99.7631
Unit 3,28.0,3,75.6563
Unit 18,30.0,2,85.3311
Unit 212,43.0,2,27.2799
Unit 24,45.0,3,22.67
Unit 80,29.0,10,22.2154
Unit 142,32.0,6,85.9577
Unit 8,44.0,1,63.6364
Unit 17,37.0,2,34.129
Unit 11,35.0,2,55.4774
Unit 8,40.0,2,99.1517
Unit 23,58.0,1,71.3575
Unit 26,53.0,1,94.5581
Unit 17,32.0,1,57.8006
Unit 155,38.0,9,18.1052
Unit 173,40.0,4,93.487
Unit 3,38.0,1,81.9342
Unit 10,29.0,3,99.8433
Unit 221,44.0,5,26.423
Unit 153,32.0,7,82.8665
Unit 3,43.0,6,68.2435
Unit 16,34.0,2,58.1636
Unit 174,32.0,1,93.8595
Unit 2,39.0,7,80.4134
Unit 23,28.0,1,97.5507
Unit 2,50.0,2,41.1877
Unit 4,50.0,2,95.9956
Unit 16,59.0,1,80.9542
Unit 8,40.0,2,93.3828
Unit 10,47.0,1,93.7678
Unit 19,39.0,1,85.3234
Unit 17,32.0,1,82.4424
